,Set Name,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10,Total
295,Topps Chrome Let's Go,0,0,–,0,0,0,0,0,0,0,4,25,29
296,Topps Chrome Lids 1952 Design,0,0,–,0,0,0,0,0,0,0,1,0,1
297,Topps Chrome Lids 2008 Design,0,0,–,0,0,0,0,0,0,0,1,0,1
298,Topps Chrome Logofractor Edition,0,0,–,0,0,0,0,2,1,3,21,68,95
299,Topps Chrome Logofractor Edition Future Stars,0,0,–,0,0,0,0,0,0,0,3,2,5
300,Topps Chrome Logofractor Edition Future Stars Autographs,0,0,–,0,0,0,0,0,0,1,2,0,3
301,Topps Chrome Radiating Rookies,0,0,–,0,0,0,0,4,2,17,143,378,544
302,Topps Chrome Radiating Rookies Autograph,0,0,–,0,0,0,1,1,1,7,20,29,59
303,Topps Chrome Rookie Autograph,7,0,–,0,1,5,6,18,46,223,"2,108","3,014","5,428"
304,Topps Chrome Sapphire,0,0,–,0,0,0,0,0,1,16,63,71,151
305,Topps Chrome Sapphire Sapphire Selections,0,0,–,0,0,0,0,0,0,4,10,7,21
306,Topps Chrome Tacofractor,0,0,–,0,0,0,0,0,0,2,11,4,17
307,Topps Chrome Topps Chrome Authentics Autograph Relic,0,0,–,0,0,0,0,0,0,1,15,3,19
308,Topps Chrome Topps Chrome Authentics Relic,0,0,–,0,0,0,0,0,1,7,23,21,52
309,Topps Chrome Topps Chrome Expose,0,0,–,0,0,0,0,0,0,3,11,12,26
