,Set Name,Year,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10
14733,Topps Wal-Mart Blue Diamond,2011-01-01,0,0,–,0,0,0,1,0,3,1,7,3
14734,Topps Wal-Mart Hanger Pack Exclusives,2011-01-01,0,0,–,0,0,0,0,0,0,4,7,0
14735,Topps World Series Champions Autograph Relics,2011-01-01,0,0,–,0,0,0,0,1,1,0,0,0
14736,Topps World Series Champions Autographs,2011-01-01,0,0,–,0,0,0,0,0,1,0,1,0
14737,Topps World Series Champions Cardinals,2011-01-01,0,0,–,0,0,0,0,0,0,1,3,22
14738,Topps World Series Champions Relics,2011-01-01,0,0,–,0,0,0,0,0,1,1,3,0
14739,Tristar Obak,2011-01-01,0,0,–,0,0,1,0,7,1,17,97,288
14740,Tristar Obak Autographs,2011-01-01,0,0,–,0,0,0,0,0,0,2,14,51
14741,Tristar Obak Cut Signatures,2011-01-01,2,0,–,0,0,0,0,0,5,7,2,0
14742,Tristar Obak T-212 Autograph,2011-01-01,0,0,–,0,0,0,0,1,0,1,0,3
14743,Tristar Obak T-212 Minis,2011-01-01,2,0,–,0,0,0,2,1,2,13,38,133
14744,Tristar Obak T4 Cabinets,2011-01-01,0,0,–,0,0,0,1,1,1,2,2,3
14745,Tristar Obak Trout Limited Edition,2011-01-01,0,0,–,0,0,0,1,0,3,9,56,135
14746,Tristar Pursuit,2011-01-01,2,0,–,0,0,0,0,1,6,3,4,0
14747,Tristar Pursuit 5 Autographs,2011-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14748,Tristar Pursuit Obak Preview,2011-01-01,0,0,–,0,0,0,0,0,0,0,0,3
14749,Upper Deck World of Sports,2011-01-01,2,0,–,0,0,0,0,1,1,7,38,47
14750,BBM,2012-01-01,0,0,–,0,0,0,0,0,0,0,6,1
14751,BBM 1st Version,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,2
14752,BBM 2000 Hits Authentic Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
14753,BBM 2nd Version,2012-01-01,0,0,–,0,0,0,0,0,0,2,5,12
14754,BBM Fukuoka Softbank Hawks Authentic Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,2,10
14755,BBM Genesis,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,2
14756,BBM Genesis Authentic Ball Card,2012-01-01,0,0,–,0,0,0,0,0,1,0,0,0
14757,BBM Genesis Authentic Ball Card Autographed,2012-01-01,0,0,–,0,0,0,0,0,1,0,2,0
14758,BBM Genesis Authentic Memorabilla,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14759,BBM Genesis Franchise Legend,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14760,BBM Genesis Premium Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,1
14761,BBM Greatest Games 10-8-94 Dragons vs. Giants Authentic Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,1
14762,BBM Hanshin Tigers,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,2
14763,BBM Hanshin Tigers Memorabilia,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
14764,BBM Hiroki Kokubo Memorial Authentic Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14765,BBM Historic Collection '13 Great Numbers Authentic Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
14766,BBM Hokkaido Nippon-Ham Fighters Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,1
14767,BBM Legendary Foreigners 2013,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,0
14768,BBM Legendary Foreigners 2013 Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,2,6
14769,BBM No-Hitters Authentic Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,1
14770,BBM Orix Buffaloes Authentic Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
14771,BBM Real Venus Dual Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14772,BBM Rookie Edition,2012-01-01,0,0,–,0,0,0,0,0,0,0,2,1
14773,BBM Saitama Seibu Lions Authentic Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14774,BBM Saitama Seibu Lions Memorabilia,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14775,BBM Strongest Legendary Foreigners Record Leaders,2012-01-01,0,0,–,0,0,0,0,0,1,1,0,0
14776,BBM Suntory Dream Match in Tohoku,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,1
14777,BBM Tokyo Yakult Swallows Authentic Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14778,BBM Tokyo Yakult Swallows Double Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,0
14779,BBM Tomoaki Kanemoto Memorial Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
14780,BBM Yokohama Dena Baystars Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,3,0
14781,BBM Yokohama Dena Baystars Reborn Authentic Jersey & Bat,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,0
14782,BBM Yomiuri Giants,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14783,Bowman,2012-01-01,13,0,–,0,2,3,11,39,106,558,"1,368","1,077"
14784,Bowman Aflac Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,0,3,1
14785,Bowman Autograph Rookie Originals,2012-01-01,0,0,–,0,0,0,1,0,2,0,0,0
14786,Bowman Black Collection,2012-01-01,0,0,–,0,0,0,0,4,4,0,0,0
14787,Bowman Chrome,2012-01-01,9,0,–,0,0,0,7,25,37,250,"2,029","2,287"
14788,Bowman Chrome All-Star Futures Game,2012-01-01,3,0,–,0,0,0,0,0,2,8,32,76
14789,Bowman Chrome All-Star Futures Game Autograph Patches,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
14790,Bowman Chrome All-Star Futures Game Patches,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,0
14791,Bowman Chrome Draft,2012-01-01,3,0,–,0,1,0,4,6,10,63,530,767
14792,Bowman Chrome Draft Picks & Prospects,2012-01-01,12,0,–,0,0,0,1,2,7,30,250,320
14793,Bowman Chrome Draft Picks & Prospects Autograph,2012-01-01,1,0,–,0,0,0,0,2,5,77,551,455
14794,Bowman Chrome Draft Rookie Autograph,2012-01-01,1,0,–,0,0,0,0,0,0,1,17,5
14795,Bowman Chrome Franchise All-Stars,2012-01-01,3,0,–,0,0,0,1,1,3,9,83,234
14796,Bowman Chrome Futures Game Inserts,2012-01-01,0,0,–,0,0,0,0,0,0,0,3,3
14797,Bowman Chrome Futures Game Patches,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14798,Bowman Chrome Legends in the Making Die Cuts,2012-01-01,0,0,–,0,0,0,0,4,1,33,63,39
14799,Bowman Chrome Prospects,2012-01-01,14,0,–,1,0,2,3,6,15,104,"1,123","1,579"
14800,Bowman Chrome Rookie Autograph,2012-01-01,0,0,–,0,0,0,0,1,2,33,139,133
14801,Bowman Draft,2012-01-01,4,0,–,0,0,1,2,12,17,119,683,"1,203"
14802,Bowman Draft Bowman's Best,2012-01-01,0,0,–,0,0,0,1,0,0,2,9,55
14803,Bowman Draft Dual Top 10 Picks,2012-01-01,4,0,–,0,0,1,0,3,11,64,121,48
14804,Bowman Draft Perfect Game All-American Classic Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,3,5
14805,Bowman Draft Picks & Prospects,2012-01-01,10,0,–,0,0,0,1,0,6,32,112,360
14806,Bowman Draft Picks & Prospects Futures Game Jumbo Patches,2012-01-01,1,0,–,0,0,0,3,1,1,0,1,1
14807,Bowman Draft Picks & Prospects Futures Game Relics,2012-01-01,1,0,–,0,0,0,0,0,0,2,9,6
14808,Bowman Draft Under Armour All-American,2012-01-01,1,0,–,0,0,0,0,0,0,0,0,0
14809,Bowman Draft Under Armour All-American Autographs,2012-01-01,1,0,–,0,0,0,0,0,1,10,16,3
14810,Bowman Lucky Redemption,2012-01-01,0,0,–,0,0,0,0,1,1,3,19,14
14811,Bowman Perfect Game All-American Classic,2012-01-01,8,0,–,0,0,0,1,2,4,6,27,49
14812,Bowman Platinum,2012-01-01,5,0,–,0,0,7,16,72,141,651,"1,316",542
14813,Bowman Platinum Cutting Edge Stars,2012-01-01,0,0,–,1,0,0,2,6,8,32,50,13
14814,Bowman Platinum Dual Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,4
14815,Bowman Platinum Jumbo Relic Autograph,2012-01-01,1,0,–,0,0,0,1,0,4,19,43,12
14816,Bowman Platinum Prospects,2012-01-01,5,0,–,0,0,1,4,7,11,101,747,547
14817,Bowman Platinum Prospects Autographs,2012-01-01,0,0,–,0,0,1,0,0,9,27,128,80
14818,Bowman Platinum Relic Autographs,2012-01-01,1,0,–,0,0,1,1,3,2,31,101,32
14819,Bowman Platinum Top Prospects,2012-01-01,3,0,–,0,0,0,4,2,15,60,54,10
14820,Bowman Platinum Triple Autographs,2012-01-01,0,0,–,0,0,0,0,1,0,2,2,0
14821,Bowman Prospects,2012-01-01,47,0,–,1,1,4,24,76,148,835,"4,064","4,468"
14822,Bowman Prospects Autographs,2012-01-01,6,0,–,0,0,0,2,3,9,20,54,70
14823,Bowman Sterling,2012-01-01,1,0,–,0,0,0,1,0,0,10,107,76
14824,Bowman Sterling Autograph Prospects,2012-01-01,6,0,–,0,0,0,0,7,9,126,444,255
14825,Bowman Sterling Autograph Rookie,2012-01-01,5,0,–,0,0,0,1,2,9,26,96,43
14826,Bowman Sterling Boxloader Triple Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,2,1,0
14827,Bowman Sterling Dual Autographs,2012-01-01,2,0,–,0,0,0,0,1,0,12,27,6
14828,Bowman Sterling Japanese Player Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,5
14829,Bowman Sterling Next in Line,2012-01-01,0,0,–,0,0,0,0,0,0,0,23,34
14830,Bowman Sterling Nickname Autographs,2012-01-01,1,0,–,0,0,0,0,0,1,2,3,1
14831,Bowman Sterling Prospects,2012-01-01,4,0,–,0,0,0,0,0,5,30,136,74
14832,Bowman Sterling Sterling Silver Autographs 1/1,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
14833,Bowman's Best,2012-01-01,1,0,–,0,0,0,0,0,1,5,23,73
14834,Bowman's Best Prospects,2012-01-01,0,0,–,0,0,0,1,6,10,41,220,286
14835,Calbee Opening Day Pitcher,2012-01-01,0,0,–,0,0,0,0,0,0,2,0,1
14836,Calbee Reprints,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,3
14837,Calbee Star Card,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
14838,Calbee Title Holder,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14839,Epoch OB Club Genealogy of the Aces Authentic Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,1
14840,Finest,2012-01-01,7,0,–,0,0,1,2,7,15,74,675,"2,212"
14841,Finest Autograph Jumbo Relic,2012-01-01,0,0,–,0,0,0,0,0,0,11,25,20
14842,Finest Autograph Rookie Redemption,2012-01-01,0,0,–,0,0,0,0,0,1,4,4,4
14843,Finest Autograph Rookies,2012-01-01,2,0,–,0,0,1,0,1,0,3,42,135
14844,Finest Dual Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,3,2
14845,Finest Faces of the Franchise,2012-01-01,0,0,–,0,0,0,0,0,0,1,8,27
14846,Finest Faces of the Franchise,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
14847,Finest Game Changers,2012-01-01,0,0,–,0,0,0,0,0,0,11,33,15
14848,Finest Game Changers Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14849,Finest Game Changers Autographs Relics,2012-01-01,0,0,–,0,0,0,0,0,0,0,2,1
14850,Finest Moments,2012-01-01,0,0,–,0,0,0,0,0,0,1,12,20
14851,Florida Gators,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
14852,Grandstand Springfield Cardinals,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14853,Leaf Best of Baseball Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,1,10,6
14854,Leaf Best of Baseball Preview Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,1,6,2
14855,Leaf Draft National Convention,2012-01-01,0,0,–,0,0,0,0,0,0,0,3,11
14856,Leaf History of Baseball Cut Signature,2012-01-01,0,0,–,0,0,0,0,0,0,2,0,0
14857,Leaf Legends of Sport Aka Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14858,Leaf Memories,2012-01-01,2,0,–,0,0,0,0,0,1,2,7,1
14859,Leaf Memories 1990 Buybacks,2012-01-01,0,0,–,0,0,0,0,2,1,6,9,1
14860,Leaf Memories 1990 Buybacks Autographs,2012-01-01,2,0,–,0,0,0,0,3,0,7,9,2
14861,Leaf Memories Autographs,2012-01-01,3,0,–,0,0,1,0,0,0,7,8,1
14862,Leaf Metal Draft A. Pujols Patch Autographs,2012-01-01,1,0,–,0,0,0,0,0,1,1,0,0
14863,Leaf Metal Draft Autographs,2012-01-01,6,0,–,0,1,0,0,0,2,12,103,80
14864,Leaf Pete Rose Living Legend,2012-01-01,0,0,–,0,0,0,0,0,1,5,10,149
14865,Leaf Pete Rose Living Legend Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,1
14866,Leaf Rize Draft,2012-01-01,0,0,–,0,0,0,0,1,0,0,0,3
14867,Leaf Rize Draft Prodigy (No Longer Grade/Authentic),2012-01-01,1,0,–,0,0,0,0,0,3,8,50,70
14868,Leaf the Living Legend Autograph,2012-01-01,5,0,–,0,0,0,0,3,5,25,249,342
14869,Leaf Ultimate Draft,2012-01-01,2,0,–,0,0,0,0,2,0,6,13,13
14870,Leaf Ultimate Draft All-American,2012-01-01,0,0,–,0,0,0,0,0,1,1,0,2
14871,Leaf Ultimate Draft Armed and Dangerous Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,2,2
14872,Leaf Ultimate Draft Big Sticks,2012-01-01,0,0,–,0,0,0,0,0,0,0,3,7
14873,Leaf Ultimate Draft Draft Day Autographs,2012-01-01,1,0,–,0,0,0,0,0,0,0,1,0
14874,Leaf Ultimate Draft Heading to the Show Autograph,2012-01-01,0,0,–,0,0,0,0,0,1,1,5,0
14875,Leaf Valiant,2012-01-01,0,0,–,0,0,0,0,3,1,25,148,171
14876,Leaf Valiant Stars All-Rookie Team,2012-01-01,0,0,–,0,0,0,0,0,0,1,11,25
14877,Leaf Young Stars 33rd National Promo,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,45
14878,Onyx Platinum Prospects,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14879,Onyx Platinum Prospects Exclusive Etchings Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
14880,Panini 18U National Team Signature,2012-01-01,0,0,–,0,0,0,0,0,0,2,8,1
14881,Panini 2012 National Redemption,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14882,Panini Cooperstown,2012-01-01,0,0,–,0,0,0,0,2,8,23,61,144
14883,Panini Cooperstown Ballparks,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,1
14884,Panini Cooperstown Bronze History,2012-01-01,2,0,–,1,0,0,0,4,8,32,24,13
14885,Panini Cooperstown Credentials,2012-01-01,0,0,–,0,0,0,0,0,2,1,2,0
14886,Panini Cooperstown Famed Cuts Signatures,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
14887,Panini Cooperstown Famous Moments,2012-01-01,0,0,–,0,1,0,0,0,0,2,1,0
14888,Panini Cooperstown Famous Moments Signatures,2012-01-01,0,0,–,0,0,0,1,0,1,0,0,0
14889,Panini Cooperstown Field Generals,2012-01-01,0,0,–,0,0,0,0,0,1,0,3,1
14890,Panini Cooperstown Hall History,2012-01-01,0,0,–,0,0,0,0,0,0,1,12,8
14891,Panini Cooperstown High Praise,2012-01-01,0,0,–,0,0,0,0,0,1,0,9,7
14892,Panini Cooperstown HOF Classes Induction Year,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,5
14893,Panini Cooperstown HOF Classes Team,2012-01-01,0,0,–,0,0,0,0,0,0,1,5,7
14894,Panini Cooperstown Induction Inserts,2012-01-01,0,0,–,0,0,0,0,0,0,2,34,46
14895,Panini Cooperstown Museum Pieces,2012-01-01,0,0,–,0,0,0,0,2,0,1,1,0
14896,Panini Cooperstown Signatures,2012-01-01,4,0,–,0,0,0,0,1,2,18,44,34
14897,Panini Cooperstown the Village,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
14898,Panini Cooperstown Voices of Summer,2012-01-01,0,0,–,0,0,0,0,0,3,5,4,1
14899,Panini Cooperstown With Honors,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,0
14900,Panini Elite Extra Edition,2012-01-01,11,0,–,0,0,0,3,2,13,58,222,215
14901,Panini Elite Extra Edition Back to the Future Signatures,2012-01-01,0,0,–,0,0,0,0,0,0,3,13,7
14902,Panini Elite Extra Edition Building Blocks Dual,2012-01-01,2,0,–,0,0,0,0,0,0,1,0,1
14903,Panini Elite Extra Edition Building Blocks Trio,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
14904,Panini Elite Extra Edition Diamond Kings,2012-01-01,2,0,–,0,0,0,0,0,1,1,5,5
14905,Panini Elite Extra Edition Elite Series,2012-01-01,2,0,–,0,0,0,0,0,0,0,26,6
14906,Panini Elite Extra Edition First Overall Pick Jersey,2012-01-01,0,0,–,0,0,0,0,3,1,0,0,0
14907,Panini Elite Extra Edition Game Jersey,2012-01-01,5,0,–,0,0,0,0,0,0,0,0,0
14908,Panini Elite Extra Edition High School All-Stars,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
14909,Panini Elite Extra Edition Team Panini,2012-01-01,1,0,–,0,0,0,0,0,0,0,0,1
14910,Panini Elite Extra Edition USA Baseball 15U,2012-01-01,0,0,–,0,0,0,0,1,0,3,3,0
14911,Panini Elite Extra Edition USA Baseball 18U,2012-01-01,0,0,–,0,0,0,2,0,2,7,7,2
14912,Panini Elite Extra Edition Yearbook,2012-01-01,0,0,–,0,0,0,0,0,1,0,6,3
14913,Panini Father's Day,2012-01-01,0,0,–,0,0,0,1,0,0,5,24,23
14914,Panini Game Ball Signature,2012-01-01,0,0,–,0,0,0,0,2,1,3,0,0
14915,Panini Golden Age,2012-01-01,0,0,–,0,0,0,0,4,2,1,1,8
14916,Panini Golden Age Batter-Up,2012-01-01,0,0,–,0,0,0,0,0,0,1,17,4
14917,Panini Golden Age Black Sox Bats,2012-01-01,0,0,–,0,0,0,0,0,1,1,0,0
14918,Panini Golden Age Ferguson Bakery Pennant,2012-01-01,0,0,–,0,1,1,4,14,15,45,55,32
14919,Panini Golden Age Museum Age Memorabilia,2012-01-01,1,0,–,0,0,0,0,0,0,11,4,0
14920,Panini Golden Age Newark Evening World Supplement,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
14921,Panini Mlbpa Logo Rookie Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
14922,Panini National Treasures,2012-01-01,4,0,–,0,0,2,2,5,10,48,87,57
14923,Panini National Treasures All Decade Combos Material,2012-01-01,0,0,–,0,0,0,0,0,1,3,0,2
14924,Panini National Treasures All Decade Materials,2012-01-01,0,0,–,0,0,0,0,0,1,5,19,12
14925,Panini National Treasures All Decade Signature Material,2012-01-01,0,0,–,0,0,0,0,0,1,1,0,0
14926,Panini National Treasures All Decade Signatures,2012-01-01,0,0,–,0,0,0,0,0,0,3,1,0
14927,Panini National Treasures All-Decade Quads,2012-01-01,0,0,–,0,0,0,0,0,0,2,1,1
14928,Panini National Treasures All-Decade Signature Materials,2012-01-01,0,0,–,0,0,0,0,1,0,3,4,0
14929,Panini National Treasures All-Decade Triple Material,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,3
14930,Panini National Treasures Century Signature Materials,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,1
14931,Panini National Treasures Game Ball Signatures,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14932,Panini National Treasures Greatness Materials,2012-01-01,0,0,–,0,0,0,1,0,2,6,14,16
14933,Panini National Treasures HOF Class of Signatures,2012-01-01,3,0,–,0,0,0,0,0,0,0,5,1
14934,Panini National Treasures HOF Membership,2012-01-01,0,0,–,0,0,0,0,0,1,0,6,2
14935,Panini National Treasures Immortal Cuts,2012-01-01,1,0,–,0,0,0,0,2,0,1,3,1
14936,Panini National Treasures League Leaders Combos,2012-01-01,0,0,–,0,0,0,0,0,0,3,3,0
14937,Panini National Treasures League Leaders Materials,2012-01-01,2,0,–,0,0,0,0,1,2,10,16,5
14938,Panini National Treasures League Leaders Quad Material,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14939,Panini National Treasures League Leaders Triples Material,2012-01-01,0,0,–,0,0,0,0,0,1,2,1,0
14940,Panini National Treasures Rated Rookies Autographs (No Longer Grade/Authentic),2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14941,Panini National Treasures Remarkable Rarities,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,1
14942,Panini National Treasures Signature Jumbo Die-Cut Player,2012-01-01,1,0,–,0,0,0,1,2,0,5,7,3
14943,Panini National Treasures Signature Series Rated Rookies Patch,2012-01-01,0,0,–,0,0,0,0,1,0,0,0,0
14944,Panini National Treasures Souvenir Cuts,2012-01-01,0,0,–,0,0,0,0,0,0,2,2,0
14945,Panini National Treasures Treasure Materials,2012-01-01,0,0,–,0,1,0,0,1,0,4,4,2
14946,Panini National Treasures Treasure Signature Materials,2012-01-01,1,0,–,0,0,0,0,1,0,7,19,8
14947,Panini National Treasures Triple Crown Winners Material,2012-01-01,0,0,–,0,0,0,0,0,1,7,10,7
14948,Panini Prizm,2012-01-01,27,0,–,0,1,2,6,18,41,248,"2,086","3,792"
14949,Panini Prizm Autograph,2012-01-01,1,0,–,0,0,0,0,0,1,3,41,82
14950,Panini Prizm Brilliance,2012-01-01,0,0,–,0,0,0,0,0,1,12,121,111
14951,Panini Prizm Dominance,2012-01-01,0,0,–,0,0,0,0,0,1,10,83,137
14952,Panini Prizm Elite Extra Edition,2012-01-01,2,0,–,0,0,0,0,0,1,4,55,75
14953,Panini Prizm Elite Extra Edition Autographs,2012-01-01,0,0,–,0,0,0,1,0,0,0,1,10
14954,Panini Prizm Rookie Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,2,22,35
14955,Panini Prizm Rookie Relevance,2012-01-01,0,0,–,0,0,0,0,1,2,20,247,387
14956,Panini Prizm Team MVP,2012-01-01,0,0,–,0,0,0,1,0,0,11,119,98
14957,Panini Prizm Top Prospects,2012-01-01,0,0,–,0,0,0,0,0,0,11,64,32
14958,Panini Prizm USA Baseball,2012-01-01,0,0,–,0,0,0,0,4,12,110,652,270
14959,Panini Prizm USA Baseball Signatures Prizm,2012-01-01,0,0,–,0,0,0,0,0,0,1,10,3
14960,Panini Signature Series,2012-01-01,2,0,–,0,0,1,2,17,20,72,78,22
14961,Panini Signature Series Diamond Cuts,2012-01-01,0,0,–,0,0,0,0,2,4,3,0,0
14962,Panini Signature Series Game Ball Signatures,2012-01-01,0,0,–,0,0,0,0,0,0,8,1,0
14963,Panini Signature Series Hitters Ink Autographs,2012-01-01,0,0,–,0,0,0,0,0,2,1,0,0
14964,Panini Signature Series Inkcredible Combo Autographs,2012-01-01,0,0,–,0,0,0,0,0,1,0,3,0
14965,Panini Signature Series Inkcredible Quads Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
14966,Panini Signature Series Inkcredible Six,2012-01-01,1,0,–,0,0,0,0,0,0,1,1,1
14967,Panini Signature Series Inkcredible Trios Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,0
14968,Panini Signature Series K Force Autograph,2012-01-01,0,0,–,0,0,0,1,2,2,3,1,0
14969,Panini Signature Series Leather & Lumber Dual Signatures,2012-01-01,0,0,–,0,0,0,0,1,1,0,0,0
14970,Panini Signature Series Leather Cuts,2012-01-01,0,0,–,0,0,0,1,0,3,6,0,0
14971,Panini Signature Series Lumber Cuts,2012-01-01,0,0,–,0,0,1,1,2,3,1,0,0
14972,Panini Signature Series Mlbpa Logo Signatures,2012-01-01,0,0,–,0,0,0,0,1,0,0,0,0
14973,Panini Signature Series Rookie Game Ball Signatures,2012-01-01,0,0,–,0,0,0,0,0,1,0,0,0
14974,Panini Signature Series Signature Stamps,2012-01-01,0,0,–,0,0,0,0,4,4,1,0,0
14975,Panini Signature Series Signature Stars,2012-01-01,0,0,–,0,0,0,0,1,1,0,0,0
14976,Panini Signature Series Signature Stats Autograph,2012-01-01,1,0,–,0,0,0,0,0,2,5,0,0
14977,Panini Signature Series Signatures,2012-01-01,0,0,–,0,0,0,0,2,2,11,10,1
14978,Panini Triple Play,2012-01-01,0,0,–,0,0,1,1,0,0,7,31,67
14979,Panini Triple Play Eye Black,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
14980,Panini Triple Play Stickers,2012-01-01,0,0,–,0,0,0,0,2,2,1,1,0
14981,Panini Triple Play Tattoos,2012-01-01,0,0,–,0,0,0,0,0,0,0,2,1
14982,Panini USA Baseball 18U National Team America's Best,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
14983,Panini USA Baseball Collegiate National Team,2012-01-01,0,0,–,0,0,0,0,0,1,0,1,0
14984,Panini USA Baseball Collegiate National Team Signatures,2012-01-01,0,0,–,0,0,0,0,1,0,0,5,4
14985,Playoff Prime Cuts,2012-01-01,2,0,–,0,0,1,0,0,9,20,39,14
14986,Playoff Prime Cuts Autograph Biography,2012-01-01,0,0,–,0,0,0,0,0,1,0,0,0
14987,Playoff Prime Cuts Biography Memorabilia,2012-01-01,0,0,–,0,0,0,0,0,1,3,0,0
14988,Playoff Prime Cuts Colossal,2012-01-01,0,0,–,0,0,0,0,0,2,6,2,0
14989,Playoff Prime Cuts Hats Off,2012-01-01,0,0,–,0,0,0,0,1,2,8,1,1
14990,Playoff Prime Cuts Icons,2012-01-01,3,0,–,0,0,0,1,4,14,27,4,0
14991,Playoff Prime Cuts Icons Bats,2012-01-01,0,0,–,0,0,0,0,0,0,2,0,0
14992,Playoff Prime Cuts Icons Jersey Number Signature Relics,2012-01-01,0,0,–,0,0,0,0,0,1,1,1,0
14993,Playoff Prime Cuts Legendary Bats,2012-01-01,2,0,–,0,0,0,0,0,2,10,14,4
14994,Playoff Prime Cuts Notable Nicknames Autographs,2012-01-01,2,0,–,0,0,0,0,0,8,8,2,0
14995,Playoff Prime Cuts Retired Jersey Numbers,2012-01-01,1,0,–,0,0,1,0,0,1,18,12,3
14996,Playoff Prime Cuts Signature Combos,2012-01-01,0,0,–,0,0,0,0,0,0,2,0,0
14997,Playoff Prime Cuts Significant Signatures,2012-01-01,3,0,–,0,0,0,0,0,1,5,10,8
14998,Playoff Prime Cuts Souvenir Cuts,2012-01-01,0,0,–,0,0,0,2,1,3,2,0,0
14999,Playoff Prime Cuts Timeline,2012-01-01,3,0,–,0,0,0,6,4,4,36,48,37
15000,Playoff Prime Cuts Timeline Material Player Quads Relics,2012-01-01,0,0,–,0,0,0,0,0,0,1,2,1
15001,Playoff Prime Cuts Timeline Material Quads Relics,2012-01-01,0,0,–,0,0,0,0,0,0,1,4,4
15002,Playoff Prime Cuts Timeline Signatures,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
15003,Playoff Prime Cuts USA Collegiate National Team Game Jersey Signature,2012-01-01,0,0,–,0,0,0,0,1,2,5,13,11
