,Set Name,Year,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10
15004,Press Pass Legends Hall of Fame,2012-01-01,0,0,–,0,0,0,0,1,0,3,3,1
15005,SP Signature Compatriots Signatures Quad,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
15006,SP Signature Compatriots Signatures Six,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
15007,SP Signature Compatriots Signatures Triple,2012-01-01,0,0,–,0,0,0,0,0,0,2,1,0
15008,SP Signature Dual Signatures,2012-01-01,0,0,–,0,0,0,0,0,1,1,2,0
15009,SP Signature Edition,2012-01-01,1,0,–,0,0,0,0,1,0,4,2,0
15010,SP Signature Edition Enshrinement Signatures Six,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
15011,SP Signature Edition Signature Season,2012-01-01,4,0,–,0,0,0,0,0,4,8,3,0
15012,SP Signature Edition Signature Superstars,2012-01-01,0,0,–,0,0,0,0,0,0,0,2,0
15013,SP Signature Edition Superstars Signatures Dual,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,2
15014,SP Signature Edition Superstars Signatures Triple,2012-01-01,1,0,–,0,0,0,0,0,0,0,0,0
15015,SP Signature Enshrinement Signatures,2012-01-01,3,0,–,0,0,0,1,2,3,4,6,0
15016,SP Signature Enshrinement Signatures Quad,2012-01-01,1,0,–,0,0,0,0,0,0,2,0,0
15017,SP Signature Franchise Focus Signatures Dual,2012-01-01,0,0,–,0,0,0,0,1,1,1,1,0
15018,SP Signature Franchise Focus Signatures Eight,2012-01-01,0,0,–,0,0,0,0,0,1,0,1,1
15019,SP Signature Franchise Focus Signatures Five,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,0
15020,SP Signature Franchise Focus Signatures Quad,2012-01-01,0,0,–,0,0,0,0,0,1,3,0,0
15021,SP Signature Franchise Focus Signatures Triple,2012-01-01,0,0,–,0,0,0,0,0,1,0,1,0
15022,SP Signature Hot Signature,2012-01-01,0,0,–,0,0,0,0,0,2,0,1,0
15023,SP Signature Pride of A Nation Combo Signatures,2012-01-01,0,0,–,0,0,0,0,1,1,0,0,0
15024,SP Signature Pride of A Nation Signature,2012-01-01,0,0,–,0,0,0,2,0,2,2,0,0
15025,SP Signature Quad Signatures,2012-01-01,0,0,–,0,0,0,0,0,1,1,0,0
15026,SP Signature Signature Season Dual Autographs,2012-01-01,0,0,–,0,0,0,0,1,0,2,0,0
15027,SP Signature Signature Season Quad,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
15028,SP Signature Signatures,2012-01-01,5,0,–,0,0,0,1,2,4,9,12,1
15029,SP Signature Superstars Signatures Dual,2012-01-01,0,0,–,0,0,0,0,0,0,1,5,5
15030,SP Signature Superstars Signatures Five,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
15031,SP Signature Superstars Signatures Quad,2012-01-01,0,0,–,0,0,0,0,0,0,1,5,5
15032,SP Signature Superstars Signatures Triple,2012-01-01,0,0,–,0,0,0,0,0,0,4,2,3
15033,SP Signature Triple Season Signatures,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
15034,Topps,2012-01-01,114,0,–,0,2,25,95,278,427,"1,499","5,533","11,511"
15035,Topps 1987 Topps Minis,2012-01-01,1,0,–,0,2,0,8,13,16,106,540,736
15036,Topps A Cut Above,2012-01-01,1,0,–,0,0,0,0,2,3,14,44,89
15037,Topps A Cut Above Relics,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
15038,Topps Allen & Ginter,2012-01-01,332,1,–,1,1,3,7,14,22,103,845,"3,297"
15039,Topps Allen & Ginter Autographs,2012-01-01,6,0,–,0,0,0,0,3,9,89,185,66
15040,Topps Allen & Ginter Baseball Highlight Sketches,2012-01-01,2,0,–,0,0,0,0,0,2,4,28,75
15041,Topps Allen & Ginter Historical Turning Points,2012-01-01,0,0,–,0,0,0,0,0,0,0,2,4
15042,Topps Allen & Ginter Man's Best Friend Mini,2012-01-01,0,0,–,0,0,0,0,0,0,3,3,0
15043,Topps Allen & Ginter Mini Culinary Curiosities,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
15044,Topps Allen & Ginter Mini Framed Printing Plates,2012-01-01,2,0,–,0,0,0,0,0,0,0,0,0
15045,Topps Allen & Ginter Mini Framed Silk,2012-01-01,0,0,–,0,0,0,0,0,1,3,4,2
15046,Topps Allen & Ginter Mini Giants of the Deep,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,5
15047,Topps Allen & Ginter Mini World's Greatest Military Leaders,2012-01-01,0,0,–,0,0,0,0,0,1,0,4,9
15048,Topps Allen & Ginter N43 Autograph Relic,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
15049,Topps Allen & Ginter N43 Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,2
15050,Topps Allen & Ginter N43 Box Loaders,2012-01-01,0,0,–,0,0,0,0,0,0,1,3,3
15051,Topps Allen & Ginter People of the Bible,2012-01-01,0,0,–,0,0,2,0,0,1,6,29,43
15052,Topps Allen & Ginter Relics,2012-01-01,10,0,–,0,0,0,1,6,6,29,43,10
15053,Topps Allen & Ginter Rip,2012-01-01,0,0,–,0,0,0,0,0,1,1,3,0
15054,Topps Allen & Ginter What's in A Name,2012-01-01,4,0,–,0,0,0,0,0,1,3,21,223
15055,Topps All-Star Fanfest,2012-01-01,0,0,–,0,0,0,0,0,1,7,11,9
15056,Topps All-Star Fanfest Patch,2012-01-01,0,0,–,0,0,0,0,1,0,1,0,0
15057,Topps All-Stars American League,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,5
15058,Topps All-Stars National League,2012-01-01,1,0,–,0,0,0,0,0,0,0,0,4
15059,Topps Archives,2012-01-01,13,0,–,0,0,0,1,1,8,72,421,607
15060,Topps Archives 1956 Relics,2012-01-01,1,0,–,0,0,0,0,0,0,1,5,1
15061,Topps Archives 1958 Combos,2012-01-01,0,0,–,0,0,0,0,0,0,1,3,5
15062,Topps Archives 1967 Topps Stickers,2012-01-01,0,0,–,0,0,0,0,0,0,1,18,131
15063,Topps Archives 1969 Deckle Edge,2012-01-01,0,0,–,0,0,0,1,0,0,1,15,30
15064,Topps Archives 1982 in Action,2012-01-01,0,0,–,0,0,0,0,0,0,2,2,1
15065,Topps Archives 1994 Topps Archives Hank Aaron Gold Autograph Buyback,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,0
15066,Topps Archives 3-D,2012-01-01,0,0,–,0,0,0,0,0,0,22,77,59
15067,Topps Archives Cloth Stickers,2012-01-01,2,0,–,0,1,0,0,3,0,4,29,94
15068,Topps Archives Combos,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
15069,Topps Archives Fan Favorite Autographs,2012-01-01,3,0,–,0,0,1,1,4,8,41,185,150
15070,Topps Archives Framed 1983 Mini Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,1,2,11
15071,Topps Archives Originals Autographs,2012-01-01,1,0,–,0,0,0,0,1,0,0,0,0
15072,Topps Archives Reprints,2012-01-01,2,0,–,0,0,0,0,1,1,7,49,93
15073,Topps Babe Ruth Commemorative Rings,2012-01-01,0,0,–,0,0,0,0,0,1,0,0,0
15074,Topps Boston Red Sox,2012-01-01,0,0,–,0,0,0,0,0,0,0,2,3
15075,Topps Career Day,2012-01-01,1,0,–,0,0,0,0,1,0,11,26,62
15076,Topps Career Day Autograph Relics,2012-01-01,0,0,–,0,0,0,0,1,0,0,0,0
15077,Topps Career Day Autographs,2012-01-01,0,0,–,0,0,1,0,0,1,1,0,0
15078,Topps Career Day Relics,2012-01-01,0,0,–,0,0,0,0,0,1,1,0,0
15079,Topps Chrome,2012-01-01,23,0,–,1,0,1,16,45,96,677,"3,892","3,307"
15080,Topps Chrome Buyback Autograph,2012-01-01,0,0,–,0,0,0,0,0,1,0,1,1
15081,Topps Chrome Chrome Encounters Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,1,3,6
15082,Topps Chrome Cut From the Same Cloth Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,3,2
15083,Topps Chrome Dual Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,1
15084,Topps Chrome Dynamic Die Cuts,2012-01-01,0,0,–,0,0,0,0,2,3,10,99,143
15085,Topps Chrome Dynamic Die Cuts Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,1,2,4
15086,Topps Chrome Value Box Refractor,2012-01-01,0,0,–,0,0,0,0,0,1,0,6,13
15087,Topps Classic Walk-Offs,2012-01-01,0,0,–,0,0,0,0,4,4,29,31,6
15088,Topps Classic Walk-Offs Relics,2012-01-01,0,0,–,0,0,0,0,0,2,1,0,0
15089,Topps Clemente Commemorative Rings,2012-01-01,0,0,–,0,0,0,0,0,1,6,8,0
15090,Topps Commemorative Rings,2012-01-01,0,0,–,0,0,0,0,1,2,2,0,0
15091,Topps Factory Set Bonus Gold Refractor,2012-01-01,0,0,–,0,0,0,0,2,2,11,50,111
15092,Topps Factory Set Fenway 100th Anniversary Dirt Relic,2012-01-01,9,0,–,0,0,0,0,1,2,6,13,23
15093,Topps Five Star,2012-01-01,3,0,–,0,0,1,4,26,61,14,0,0
15094,Topps Five Star Active Dual Patches,2012-01-01,0,0,–,0,0,0,0,0,1,0,0,0
15095,Topps Five Star Active Player Autograph,2012-01-01,6,0,–,0,0,3,13,13,2,0,0,0
15096,Topps Five Star Active Player Quotable Autograph,2012-01-01,2,0,–,0,0,0,1,0,5,1,0,0
15097,Topps Five Star Autograph Relics,2012-01-01,7,0,–,0,0,0,2,5,8,9,2,1
15098,Topps Five Star Bat Knobs 1/1,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
15099,Topps Five Star Dual Legends Relic,2012-01-01,0,0,–,0,0,0,0,1,2,0,0,0
15100,Topps Five Star Jumbo Relics,2012-01-01,1,0,–,0,0,0,2,4,5,4,0,0
15101,Topps Five Star Legends Relic,2012-01-01,1,0,–,0,0,0,0,0,3,8,0,1
15102,Topps Five Star Retired Player Autograph,2012-01-01,7,0,–,0,1,0,5,10,5,0,0,0
15103,Topps Five Star Retired Player Quotable Autograph,2012-01-01,0,0,–,0,0,0,0,1,0,2,0,0
15104,Topps Five Star Silver Ink Autograph,2012-01-01,4,0,–,0,0,2,6,11,2,1,0,0
15105,Topps Five Star Triple Patch,2012-01-01,0,0,–,0,0,0,0,0,1,1,0,0
15106,Topps Gold Futures,2012-01-01,1,0,–,0,1,0,8,40,103,137,29,9
15107,Topps Gold Futures Autograph,2012-01-01,1,0,–,0,0,0,1,2,3,0,0,0
15108,Topps Gold Futures Autograph Relic,2012-01-01,3,0,–,0,0,0,0,0,3,0,0,0
15109,Topps Gold Futures Coins,2012-01-01,0,0,–,0,0,0,1,0,1,0,0,0
15110,Topps Gold Futures Relic,2012-01-01,0,0,–,0,0,0,0,1,3,5,0,0
15111,Topps Gold Rush Wrapper Redemption,2012-01-01,0,0,–,0,0,0,1,1,4,29,86,35
15112,Topps Gold Standard,2012-01-01,4,0,–,0,0,0,1,7,23,90,86,42
15113,Topps Gold Standard Autographs,2012-01-01,0,0,–,0,0,0,1,3,2,0,0,1
15114,Topps Gold Standard Relics,2012-01-01,0,0,–,0,0,0,0,1,2,5,0,1
15115,Topps Gold Team Coin Autographs,2012-01-01,0,0,–,0,0,0,0,0,1,1,0,0
15116,Topps Gold Team Ring,2012-01-01,0,0,–,0,0,0,0,4,6,1,0,0
15117,Topps Gold World Series Pin,2012-01-01,0,0,–,0,0,0,2,4,11,7,2,0
15118,Topps Golden Giveaway Code,2012-01-01,0,0,–,0,0,0,0,0,3,1,5,0
15119,Topps Golden Greats,2012-01-01,0,0,–,0,0,0,1,4,9,52,69,45
15120,Topps Golden Greats Autograph Relic,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
15121,Topps Golden Greats Autographs,2012-01-01,0,0,–,0,0,0,0,0,2,7,1,0
15122,Topps Golden Greats Coin,2012-01-01,0,0,–,0,0,0,0,2,0,2,0,0
15123,Topps Golden Greats Relic,2012-01-01,0,0,–,0,0,0,0,0,1,0,2,0
15124,Topps Golden Moments,2012-01-01,20,0,–,0,0,0,0,2,0,11,57,115
15125,Topps Golden Moments 24K Gold,2012-01-01,0,0,–,0,0,0,0,0,1,4,1,0
15126,Topps Golden Moments Autographs,2012-01-01,0,0,–,0,0,1,5,8,7,92,114,63
15127,Topps Golden Moments Autographs-Series 2,2012-01-01,2,0,–,0,0,0,1,0,4,15,25,11
15128,Topps Golden Moments Die Cuts,2012-01-01,0,0,–,0,3,5,7,22,46,102,50,8
15129,Topps Golden Moments Dual Relics,2012-01-01,0,0,–,0,0,0,0,3,1,1,1,1
15130,Topps Golden Moments Jumbo Relics,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,0
15131,Topps Golden Moments Relic Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
15132,Topps Golden Moments Relics,2012-01-01,4,0,–,0,0,2,1,2,3,19,21,8
15133,Topps Gypsy Queen,2012-01-01,19,0,–,0,0,3,4,9,35,203,555,494
15134,Topps Gypsy Queen Autograph Relic,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,2
15135,Topps Gypsy Queen Autographs,2012-01-01,0,0,–,0,0,1,0,0,5,21,41,55
15136,Topps Gypsy Queen Dual Autograph Relic,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,1
15137,Topps Gypsy Queen Framed Mini,2012-01-01,5,0,–,0,0,0,0,0,0,0,3,0
15138,Topps Gypsy Queen Framed Mini Relics,2012-01-01,0,0,–,0,0,0,0,0,0,2,2,3
15139,Topps Gypsy Queen Future Stars,2012-01-01,1,0,–,0,0,0,1,0,0,2,2,1
15140,Topps Gypsy Queen Glove Stories,2012-01-01,0,0,–,0,0,0,0,1,3,8,13,8
15141,Topps Gypsy Queen Gypsy King,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,0
15142,Topps Gypsy Queen Hallmark Heroes,2012-01-01,0,0,–,0,0,0,0,0,0,8,7,6
15143,Topps Gypsy Queen Indian Head Penny Relic,2012-01-01,0,0,–,0,0,0,0,0,0,1,4,1
15144,Topps Gypsy Queen Mini Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,5,0
15145,Topps Gypsy Queen Mini Relics,2012-01-01,0,0,–,0,0,0,0,0,1,2,1,1
15146,Topps Gypsy Queen Mini Stadium Seat Relics,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
15147,Topps Gypsy Queen Moonshots,2012-01-01,1,0,–,0,0,0,0,1,3,7,2,0
15148,Topps Gypsy Queen Relics,2012-01-01,30,0,–,0,0,0,0,0,1,5,6,3
15149,Topps Gypsy Queen Sliding Stars,2012-01-01,1,0,–,0,0,0,0,0,0,4,3,13
15150,Topps Gypsy Queen Triple Autograph Relic,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,0
15151,Topps Heritage,2012-01-01,90,0,–,3,19,47,201,82,99,"1,121","3,513","2,946"
15152,Topps Heritage 1963 Buybacks,2012-01-01,0,0,–,0,0,0,0,1,0,0,0,0
15153,Topps Heritage 1963 Cut Signatures,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
15154,Topps Heritage 1963 Topps Original Buybacks,2012-01-01,5,1,–,10,87,128,47,9,1,1,0,0
15155,Topps Heritage 1963 Topps Stick-Ons Framed Buybacks,2012-01-01,19,0,–,0,0,0,1,1,0,3,3,2
15156,Topps Heritage 63 Mint,2012-01-01,0,0,–,0,0,0,0,3,5,22,21,9
15157,Topps Heritage Advertising Panel,2012-01-01,0,0,–,0,0,0,6,24,9,33,12,3
15158,Topps Heritage Baseball Flashbacks,2012-01-01,2,0,–,0,0,0,0,0,1,1,10,66
15159,Topps Heritage Black,2012-01-01,1,0,–,0,0,0,0,2,8,82,60,16
15160,Topps Heritage Chrome,2012-01-01,0,0,–,0,0,2,2,1,6,76,492,645
15161,Topps Heritage Clubhouse Collection Autograph Relic,2012-01-01,1,0,–,0,0,0,0,0,1,2,10,15
15162,Topps Heritage Clubhouse Collection Dual Autograph Relics,2012-01-01,1,0,–,0,0,1,0,2,2,3,3,2
15163,Topps Heritage Clubhouse Collection Dual Relics,2012-01-01,0,0,–,0,0,0,0,2,0,5,4,1
15164,Topps Heritage Clubhouse Collection Relics,2012-01-01,4,0,–,0,1,2,7,5,3,11,41,94
15165,Topps Heritage Clubhouse Image Swap Relics,2012-01-01,0,0,–,0,0,0,0,0,0,22,4,5
15166,Topps Heritage Flashback Autograph,2012-01-01,0,0,–,0,0,0,0,0,0,3,6,0
15167,Topps Heritage Flashback Autograph Relics,2012-01-01,0,0,–,0,0,0,0,0,1,2,7,1
15168,Topps Heritage Flashbacks Stadium Relics,2012-01-01,0,0,–,0,0,0,2,2,1,6,8,12
15169,Topps Heritage New Age Performers,2012-01-01,1,0,–,0,0,0,0,0,0,8,29,50
15170,Topps Heritage News Flashbacks,2012-01-01,1,0,–,0,0,0,1,0,0,2,5,48
15171,Topps Heritage Real One Autographs,2012-01-01,7,0,–,0,0,0,8,9,27,196,131,80
15172,Topps Heritage Real One Dual Autographs,2012-01-01,1,0,–,0,0,0,0,0,0,18,8,1
15173,Topps Heritage Stick-Ons,2012-01-01,0,0,–,0,0,0,1,2,0,35,41,54
15174,Topps Heritage the Jfk Story,2012-01-01,0,0,–,0,1,10,24,0,1,5,15,7
15175,Topps Heritage the Jfk Story '63 Mint,2012-01-01,0,0,–,0,0,0,2,0,1,0,2,2
15176,Topps Heritage the Jfk Story Stamp Collection,2012-01-01,0,0,–,0,0,0,0,1,0,2,7,5
15177,Topps Heritage Then and Now,2012-01-01,0,0,–,0,0,0,0,1,1,10,31,15
15178,Topps Historical Stitches,2012-01-01,1,0,–,0,0,1,15,6,16,12,15,7
15179,Topps in the Name Letter Relic 1/1,2012-01-01,0,0,–,0,0,0,0,0,2,0,0,0
15180,Topps Kansas City Royals,2012-01-01,0,0,–,0,0,0,0,0,0,1,5,29
15181,Topps Mickey Mantle Reprint,2012-01-01,6,0,–,0,0,0,1,2,2,17,93,327
15182,Topps Mickey Mantle Reprint Relics,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,1
15183,Topps Mini,2012-01-01,4,0,–,0,0,0,2,3,9,31,174,565
15184,Topps Mini 2012 National Promo,2012-01-01,0,0,–,0,0,0,0,0,0,4,36,39
15185,Topps Mini Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,4,20,36
15186,Topps Mini Golden Moments,2012-01-01,0,0,–,0,0,0,0,0,0,1,1,2
15187,Topps Mini Relics,2012-01-01,0,0,–,0,0,0,1,0,1,3,10,7
15188,Topps Mound Dominance,2012-01-01,0,0,–,0,0,0,0,1,2,6,14,19
15189,Topps Mound Dominance Autograph Relics,2012-01-01,0,0,–,0,0,0,0,0,1,0,0,0
15190,Topps Mound Dominance Relics,2012-01-01,0,0,–,0,0,0,0,1,1,1,0,0
15191,Topps Museum Collection,2012-01-01,0,0,–,0,1,2,2,4,11,45,88,165
15192,Topps Museum Collection Archival Autographs,2012-01-01,0,0,–,0,0,0,0,2,4,15,24,27
15193,Topps Museum Collection Canvas Collection,2012-01-01,0,0,–,0,0,0,0,0,0,4,7,12
15194,Topps Museum Collection Dual Archival Autographs,2012-01-01,0,0,–,0,0,1,0,0,3,7,2,3
15195,Topps Museum Collection Framed Autograph,2012-01-01,0,0,–,0,0,0,0,0,1,1,7,0
15196,Topps Museum Collection Jumbo Lumber Relic,2012-01-01,0,0,–,0,0,0,0,0,1,4,1,2
15197,Topps Museum Collection Momentous Material Jumbo Autograph,2012-01-01,0,0,–,0,0,0,0,0,4,1,1,1
15198,Topps Museum Collection Momentous Material Jumbo Autograph Relic,2012-01-01,0,0,–,0,0,0,0,0,1,2,0,0
15199,Topps Museum Collection Momentous Material Jumbo Patch Relics,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
15200,Topps Museum Collection Momentous Material Jumbo Relics,2012-01-01,0,0,–,0,0,0,2,0,1,2,12,6
15201,Topps Museum Collection Primary Pieces Four Player Quad Relics,2012-01-01,0,0,–,0,0,0,0,1,0,2,6,3
15202,Topps Museum Collection Primary Pieces Quad Legends,2012-01-01,0,0,–,0,0,0,0,1,0,1,1,1
15203,Topps Museum Collection Primary Pieces Quad Relics,2012-01-01,0,0,–,0,0,0,0,2,1,5,6,3
15204,Topps Museum Collection Signature Swatches Dual Relic,2012-01-01,0,0,–,0,0,0,1,2,3,9,5,3
15205,Topps Museum Collection Signature Swatches Triple Relic,2012-01-01,1,0,–,0,0,0,1,1,1,3,5,4
15206,Topps Opening Day,2012-01-01,3,0,–,0,0,3,1,11,28,75,210,343
15207,Topps Opening Day Autographs,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,2
15208,Topps Opening Day Elite Skills,2012-01-01,0,0,–,0,0,0,0,0,1,5,2,0
15209,Topps Opening Day Fantasy Squad,2012-01-01,0,0,–,0,0,0,0,0,0,2,5,4
15210,Topps Opening Day Mascots,2012-01-01,0,0,–,0,0,0,0,0,0,1,3,14
15211,Topps Opening Day Opening Day Stars,2012-01-01,0,0,–,0,0,0,0,0,0,2,17,22
15212,Topps Opening Day Superstar Celebrations,2012-01-01,0,0,–,0,0,0,0,0,1,1,4,0
15213,Topps Own the Name Relics,2012-01-01,0,0,–,0,0,0,0,0,1,2,0,0
15214,Topps Prime 9 Home Run Legends,2012-01-01,4,0,–,0,0,0,0,0,0,26,57,181
15215,Topps Pro Debut,2012-01-01,32,0,–,0,0,0,0,2,10,66,246,342
15216,Topps Pro Debut All-Stars,2012-01-01,2,0,–,0,0,0,0,0,0,6,9,3
15217,Topps Pro Debut Autographs,2012-01-01,0,0,–,0,0,0,0,0,1,4,9,10
15218,Topps Pro Debut Minor League Cap Logo Relics,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,0
15219,Topps Pro Debut Minor League Materials,2012-01-01,0,0,–,0,0,0,0,1,0,3,2,1
15220,Topps Pro Debut Relics,2012-01-01,0,0,–,0,0,0,0,0,1,2,1,1
15221,Topps Retail Refractor,2012-01-01,0,0,–,0,0,0,0,2,9,21,90,92
15222,Topps Retired Number Patches,2012-01-01,0,0,–,1,0,0,7,11,12,18,13,1
15223,Topps Retired Rings,2012-01-01,0,0,–,0,1,0,10,20,3,2,0,0
15224,Topps Sega Card-Gen,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,4
15225,Topps Sega Card-Gen Rare,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
15226,Topps Silk Collection,2012-01-01,0,0,–,0,0,0,0,0,0,6,15,3
15227,Topps Stickers,2012-01-01,0,0,–,0,0,0,2,1,1,12,47,54
15228,Topps Team Set Arizona Diamondbacks,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
15229,Topps Team Set Chicago Cubs,2012-01-01,0,0,–,0,0,0,0,1,0,0,1,0
15230,Topps Team Set Chicago White Sox,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
15231,Topps Team Set Detroit Tigers,2012-01-01,1,0,–,0,0,0,0,0,0,0,0,0
15232,Topps Team Set Florida Marlins,2012-01-01,0,0,–,0,1,0,0,0,0,0,0,0
15233,Topps Team Set Giants Emerald Nuts,2012-01-01,0,0,–,0,0,0,0,0,0,0,0,1
15234,Topps Team Set Houston Astros,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,1
15235,Topps Team Set los Angeles Anaheim Angels,2012-01-01,1,0,–,0,0,0,0,0,2,11,62,82
15236,Topps Team Set los Angeles Dodgers,2012-01-01,1,0,–,0,0,0,0,0,0,0,0,0
15237,Topps Team Set New York Yankees,2012-01-01,1,0,–,0,0,0,0,1,0,0,1,21
15238,Topps Team Set Philadelphia Phillies,2012-01-01,0,0,–,0,0,0,0,0,1,0,0,0
15239,Topps Team Set Seattle Mariners,2012-01-01,0,0,–,0,0,0,1,0,0,0,1,0
15240,Topps Team Set St. Louis Cardinals,2012-01-01,1,0,–,0,0,0,0,0,0,1,0,0
15241,Topps Team Set Toronto Blue Jays,2012-01-01,0,0,–,0,0,0,0,0,0,1,0,1
15242,Topps Team Set Washington Nationals,2012-01-01,0,0,–,0,0,0,0,0,0,0,1,0
15243,Topps Tier One Autograph Relics,2012-01-01,0,0,–,0,0,0,0,1,0,0,1,0
15244,Topps Tier One Clear Reprint Autograph,2012-01-01,1,0,–,0,0,0,1,5,10,0,0,0
15245,Topps Tier One Crowd Pleaser Autographs,2012-01-01,0,0,–,0,0,0,0,4,1,14,4,2
15246,Topps Tier One Dual Autographs,2012-01-01,0,0,–,0,0,0,0,0,2,0,1,0
15247,Topps Tier One Dual Relics,2012-01-01,0,0,–,0,0,0,0,1,1,2,1,0
15248,Topps Tier One Elevated Ink,2012-01-01,0,0,–,0,0,0,0,0,0,1,8,1
15249,Topps Tier One Legends Dual Relics,2012-01-01,0,0,–,0,0,0,0,0,0,2,0,0
15250,Topps Tier One Legends Relics,2012-01-01,0,0,–,0,0,0,0,0,2,1,1,1
15251,Topps Tier One Mantle Cut Signature 1/1,2012-01-01,0,0,–,0,0,0,0,0,1,1,0,0
15252,Topps Tier One on the Rise Autograph,2012-01-01,1,0,–,0,0,0,1,7,14,22,2,1
15253,Topps Tier One Prodigious Patches,2012-01-01,0,0,–,0,0,0,2,1,1,1,0,0
15254,Topps Tier One Top Shelf Relics,2012-01-01,0,0,–,0,0,0,1,0,2,11,3,1
15255,Topps Tier One Top Shelf Relics Autographs,2012-01-01,0,0,–,0,0,0,0,1,0,2,0,0
15256,Topps Tier One Top Tier Autographs,2012-01-01,2,0,–,0,0,1,1,5,4,5,3,0
15257,Topps Tier One Triple Autograph,2012-01-01,0,0,–,0,0,0,0,1,0,0,0,0
15258,Topps Tier One Triple Relics,2012-01-01,0,0,–,0,0,0,0,0,2,1,0,0
15259,Topps Timeless Talents,2012-01-01,0,0,–,0,0,0,0,3,8,27,14,5
15260,Topps Timeless Talents Dual Autograph Relics,2012-01-01,0,0,–,0,0,0,0,1,0,0,0,0
15261,Topps Timeless Talents Dual Autographs,2012-01-01,0,0,–,0,0,0,0,0,1,0,0,0
15262,Topps Timeless Talents Dual Relics,2012-01-01,0,0,–,0,0,0,0,1,1,0,1,0
15263,Topps Tribute,2012-01-01,5,0,–,0,0,0,1,3,6,54,220,143
15264,Topps Tribute 1994 Topps Archives 1954 Buyback Aaron Autograph,2012-01-01,2,0,–,0,0,0,1,2,2,0,1,1
15265,Topps Tribute Autographs,2012-01-01,4,0,–,0,0,0,2,1,2,18,144,184
15266,Topps Tribute Championship Material Dual Relics,2012-01-01,0,0,–,0,0,0,0,0,0,2,42,19
15267,Topps Tribute Debut Digit Relic,2012-01-01,0,0,–,0,0,0,0,0,2,9,27,15
15268,Topps Tribute Position of Power,2012-01-01,0,0,–,0,0,0,0,1,0,0,6,4
15269,Topps Tribute Prime Patches,2012-01-01,0,0,–,0,0,0,0,0,1,1,1,1
15270,Topps Tribute Retired Remnants Relics,2012-01-01,1,0,–,0,0,0,0,0,1,12,26,12
15271,Topps Tribute Superstar Swatches,2012-01-01,0,0,–,0,0,0,0,0,0,3,7,22
15272,Topps Tribute Tribute to the Stars Autographs,2012-01-01,0,0,–,0,0,0,0,0,1,1,4,5
15273,Topps Tribute Tribute to the Stars Relics,2012-01-01,0,0,–,0,0,0,0,0,0,2,3,3
15274,Topps Tribute World Series Swatches,2012-01-01,0,0,–,0,0,0,0,1,3,9,57,41
15275,Topps Triple Threads,2012-01-01,9,0,–,0,0,0,3,2,17,57,121,93
15276,Topps Triple Threads All-Star Patches,2012-01-01,0,0,–,0,0,0,0,0,1,3,0,0
15277,Topps Triple Threads Autograph Relic Combos,2012-01-01,0,0,–,0,0,0,0,4,2,8,13,0
